"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
100 Black Men of Greater Little Rock Inc,22-3881629,1/1/2018,12/31/2018,2005,2018,990EZ,PO Box 2714,,Little Rock,AR,Pulaski,72203,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,Denman Hamilton & Associates CPA PL,http://www.guidestar.org/profile/22-3881629,http://www.guidestar.org/FinDocuments/2017/223/881/2017-223881629-106412f2-Z.pdf,"$35,505 ","$35,505 ",,"$35,505 ",,,,"$42,504 ","$66,391 ",$28 ,"$24,198 ",,"$18,278 ",,,$0 ,,,"$37,535 ",,,,,,,,,,,,,,,,,,,
00006 Local,22-6062777,,,1940,,,608 E Baltimore Pike,,Media,PA,Delaware,19063,,,"501(c)(5) (Labor, Agricultural and Horticultural Organizations)",Organized labor,,,J40 (Labor Unions/Organizations),813930,8631,,,,,http://www.guidestar.org/profile/22-6062777,http://www.guidestar.org/FinDocuments/2007/226/062/2007-226062777-03aeebcb-ZO.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081 33 9 Tw Elizabeth M Bacon Midlantic Natl Bank Trust Dept,22-6410724,,,0,,,620 Liberty Ave,,Pittsburgh,PA,Allegheny,15222,,,4947(a)(1) (Non-Exempt Charitable Trusts - Private Foundations),Foundations,,,T90 (Named Trusts/Foundations N.E.C.),813211,6732,,,,,http://www.guidestar.org/profile/22-6410724,http://www.guidestar.org/FinDocuments/2001/226/410/2001-226410724-1-F.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 BLACK MEN OF WESTERN PA INC,23-2512600,1/1/2018,12/31/2018,1996,2018,990EZ,PO Box 254,,Pittsburgh,PA,Allegheny,15230,(412) 215-4522,WWW.PGH100BM.ORG,501(c)(3) Public Charity,Youth organizing,Community service,,O50 (Youth Development Programs),813410,8641,8699,,,TYLER COLLIER ASSOCIATES LLC,http://www.guidestar.org/profile/23-2512600,http://www.guidestar.org/FinDocuments/2018/232/512/2018-232512600-17138304-Z.pdf,"$27,963 ","$26,701 ",,"$27,255 ",,,,"$106,413 ","$106,413 ","$2,215 ","$56,986 ",,"$28,373 ",,"$17,670 ",$708 ,,,"$95,614 ",,,,,,,,,,,,,,,Mr. Alfred Valentine ,Mr. Alfred Valentine I,President,alvalentine.100wpa@gmail.com,
103Rd Officers Association,23-2861889,,,1997,,,1337 Fairchild St,,Horsham,PA,Montgomery,19044,,,501(c)(19) (Post or Organizations of War Veterans),Education,,,B99 (Education N.E.C.),611,,,,,,http://www.guidestar.org/profile/23-2861889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of the Philadelphia Region Inc,23-2869450,1/1/2018,12/31/2018,1997,2018,990EZ,1324 W Clearfield St,,Philadelphia,PA,Philadelphia,19132,267-238-2900,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,COMPRE SERVICES INC,http://www.guidestar.org/profile/23-2869450,http://www.guidestar.org/FinDocuments/2017/232/869/2017-232869450-10eeedc8-Z.pdf,$0 ,$0 ,,$0 ,,,,"$37,588 ","$37,588 ",,"$34,323 ",,"$3,265 ",,,$0 ,,,"$56,485 ",,,,,,,,,,,,"$1,930 ",,,,,,,
1026 Club,23-3033456,,,2000,,,1026 Franklin St,,Reading,PA,Berks,19602,,,501(c)(3) Public Charity,Senior services,,,P81 (Senior Centers/Services),624120,8322,,,,,http://www.guidestar.org/profile/23-3033456,http://www.guidestar.org/FinDocuments/2004/233/033/2004-233033456-01a91b7e-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101St Airborne Reenactment Association Inc,23-3072843,,,2004,,,PO Box 758,,Green Lane,PA,Montgomery,18054,,,501(c)(4) (Civic Leagues and Social Welfare Organizations),Commemorations,,,A84 (Commemorative Events),712120,8412,,,,,http://www.guidestar.org/profile/23-3072843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00295 Local,23-6420101,,,1941,,,608 E Baltimore Pike,,Media,PA,Delaware,19063,,,"501(c)(5) (Labor, Agricultural and Horticultural Organizations)",Organized labor,,,J40 (Labor Unions/Organizations),813930,8631,,,,,http://www.guidestar.org/profile/23-6420101,http://www.guidestar.org/FinDocuments/2006/236/420/2006-236420101-0307e34a-ZO.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02652-02-G Edith H Edwards 2 T/W,23-6633170,,,1978,,,100 N Main St Fl 13,,Winston Salem,NC,Forsyth,27101,,,501(c)(3) Private Nonoperating Foundation,Foundations,,,T20 (Private Grantmaking Foundations),813211,6732,,,,,http://www.guidestar.org/profile/23-6633170,http://www.guidestar.org/FinDocuments/2008/236/633/2008-236633170-043694da-F.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Men,23-7016830,,,1969,,,,,,,,,,,501(c)(3) Public Charity,Foundations,,,T70 (Fund Raising Organizations That Cross Categories includes Community Funds/Trusts and Federated Giving Programs) e.g. United Way),813219,8399,,,,,http://www.guidestar.org/profile/23-7016830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 371 North Shore High School PTSA,23-7035466,,,1954,,,450 Glen Cove Ave,,Glen Head,NY,Nassau,11545,,,501(c)(3) Public Charity,Parent-teacher involvement,,,B94 (Parent Teacher Group),813410,8641,8699,,,,http://www.guidestar.org/profile/23-7035466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Inc,23-7057664,7/1/2018,6/30/2019,1970,2018,990,151 Moore St,,Princeton,NJ,Mercer,08540,609-520-0900,WWW.FUND101.ORG,501(c)(3) Public Charity,Education,Higher education,,"B82 (Scholarships, Student Financial Aid, Awards)",813410,8641,8699,N,,SCHULMAN LOBEL ET AL LLP,http://www.guidestar.org/profile/23-7057664,http://www.guidestar.org/FinDocuments/2018/237/057/2018-237057664-101f8562-9.pdf,"$1,257,644 ","$148,835 ","$144,644 ","$1,255,644 ",,,"$1,255,644 ","$199,148 ","$214,426 ","$21,833 ","$159,994 ",,"$23,938 ",,,"$2,000 ",$0 ,,"$129,099 ","$117,576 ","$11,523 ",$0 ,"$2,780 ","$3,553 ",,$920 ,,"$5,970 ",,,,,SUSAN KANTER,,,,,0
0952 WI Loc Pumping Filtration Plan,23-7076624,,,0,,,3427 W Saint Paul Ave,,Milwaukee,WI,Milwaukee,53208,,,"501(c)(5) (Labor, Agricultural and Horticultural Organizations)",Organized labor,,,J40 (Labor Unions/Organizations),813930,8631,,,,,http://www.guidestar.org/profile/23-7076624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00372 Local,23-7107788,,,1941,,,15332 E Pawhuska Rd,,Nevada,MO,Vernon,64772,,,"501(c)(5) (Labor, Agricultural and Horticultural Organizations)",Organized labor,,,J40 (Labor Unions/Organizations),813930,8631,,,,,http://www.guidestar.org/profile/23-7107788,http://www.guidestar.org/FinDocuments/2010/237/107/2010-237107788-06b69a34-ZO.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 CLUB INC,23-7112562,10/1/2016,9/30/2017,1971,2016,990,417 NW 47th Ct,,Fort Lauderdale,FL,Broward,33309,(954) 573-0050,www.101clubinc.org,501(c)(3) Public Charity,Mental health care,Addiction services,,"F20 (Alcohol, Drug and Substance Abuse, Dependency Prevention and Treatment)",621420,8093,,N,,THE GINGERICH GROUP,http://www.guidestar.org/profile/23-7112562,http://www.guidestar.org/FinDocuments/2017/237/112/2017-237112562-0eeaa33f-9.pdf,"$29,350 ","$7,890 ",,"$26,762 ",,,,"$52,652 ","$52,652 ",$1 ,"$52,651 ",,,,,"$2,588 ","$2,582 ",,"$59,290 ","$59,290 ",$0 ,$0 ,$500 ,,,,,,,,,,HEATHER McCLASKEY,Heather McClaskey ,DAVID FONTANELLA ,DIRECTOR,101clubpompano@gmail.com,0
103Rd Ovi Memorial Foundation,23-7124283,8/1/2018,7/31/2019,1971,2018,990EZ,5501 E Lake Rd,,Sheffield Lake,OH,Lorain,44054,,,501(c)(3) Public Charity,Historical activities,,,A80 (Historical Societies and Related Activities),712120,8412,,,,,http://www.guidestar.org/profile/23-7124283,http://www.guidestar.org/FinDocuments/2019/237/124/2019-237124283-17098452-Z.pdf,"$257,723 ","$132,458 ",,"$257,723 ",,,,"$41,891 ",,"$5,988 ","$24,232 ",,"$11,671 ",$0 ,$0 ,$0 ,,,"$17,617 ",,,,,,,,,,,,$960 ,,,,,,,
10292 Longmont Sertoma Club,23-7133953,,,1964,,,2647 Falcon Dr,,Longmont,CO,Boulder,80503,,,501(c)(4) (Civic Leagues and Social Welfare Organizations),Community service,,,"S80 (Community Service Clubs (Kiwanis, Lions, Jaycees, etc.))",813410,8641,8699,,,,http://www.guidestar.org/profile/23-7133953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005 Helena,23-7151534,1/1/2019,12/31/2019,1941,2019,990EZ,1713 Ferret Way,,Great Falls,MT,Cascade,59405,406-590-2057,N/A,501(c)(10) (Domestic Fraternal Societies),Public safety,,,"I03 (Professional Societies, Associations)",813920,8621,,,,Dwaine J Iverson CPA,http://www.guidestar.org/profile/23-7151534,http://www.guidestar.org/FinDocuments/2018/237/151/2018-237151534-113bb735-ZO.pdf,"$70,343 ","$70,343 ",,"$70,343 ",,,,"$34,450 ","$34,450 ","$3,033 ","$16,020 ",,,,"$15,397 ",,,,"$33,053 ",,,,,,,,,,,,$363 ,,,,,,,
100 Club of Arizona,23-7172077,1/1/2018,12/31/2018,1972,2018,990,333 N 44th St,Ste 100,Phoenix,AZ,Maricopa,85008,(602) 485-0100,http://www.100club.org,501(c)(3) Public Charity,Public safety,Family services,Basic and emergency aid,P40 (Family Services),624190,8322,,N,,CLIFTONLARSONALLEN LLP,http://www.guidestar.org/profile/23-7172077,http://www.guidestar.org/FinDocuments/2018/237/172/2018-237172077-1130f070-9.pdf,"$3,056,660 ","$1,038,772 ","$1,908,354 ","$2,801,505 ","$795,259 ",,"$2,006,246 ","$2,333,633 ","$2,657,974 ","$33,897 ","$2,083,041 ",,"($95,730)",,,"$255,155 ",$0 ,,"$1,604,835 ","$912,142 ","$421,407 ","$271,286 ","$61,070 ","$78,739 ",,"$14,373 ",,"$6,163 ","$1,418 ",,,,ERICK JOHNSON,Ms. Angela Harrolle ,Ms. Patti Ballentine ,Operations Manager,pattib@100club.org,12
100 Club of Rhode Island Inc,23-7179478,5/1/2018,4/30/2019,1972,2018,990,222 Chestnut St,,Providence,RI,Providence,02903,,100clubri.com,501(c)(3) Public Charity,Public safety,,,M60 (Public Safety Benevolent Associations),813410,8641,8699,N,,Marchwicki Associates Inc,http://www.guidestar.org/profile/23-7179478,http://www.guidestar.org/FinDocuments/2019/237/179/2019-237179478-1129a6f2-9.pdf,"$989,488 ","$26,053 ","$963,435 ","$989,488 ","$200,000 ",,"$789,488 ","$100,085 ","$631,456 ","$3,754 ",,,"$2,771 ",,"$89,150 ",$0 ,$0 ,,"$122,819 ","$63,600 ","$59,219 ",$0 ,"$8,580 ","$2,700 ",,"$1,756 ",,"$10,089 ","$2,625 ",,,,,,,,,0
1004 Rushford Alle,23-7214422,,,1972,,,5651 Old State Rd,,Angelica,NY,Allegany,14709,,,501(c)(10) (Domestic Fraternal Societies),Farm bureaus and granges,,,K28 (Farm Bureau),813910,8611,8699,,,,http://www.guidestar.org/profile/23-7214422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-024-000 90000064 Anne Lebster FL,23-7219711,,,1943,,,10094 Golfside Dr,,Grand Blanc,MI,Genesee,48439,,,501(c)(3) Public Charity,Women's rights,,,R24 (Women's Rights),813311,8399,,,,,http://www.guidestar.org/profile/23-7219711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541 Macon Sertoma Club,23-7352496,7/1/2014,6/30/2015,1964,2014,990EZ,136 N Haven Dr,,Macon,GA,Bibb,31210,,N/A,501(c)(3) Public Charity,Community service,,,"S80 (Community Service Clubs (Kiwanis, Lions, Jaycees, etc.))",813410,8641,8699,,N,McNair McLemore Middlebrooks,http://www.guidestar.org/profile/23-7352496,http://www.guidestar.org/FinDocuments/2016/237/352/2016-237352496-0cd98a11-Z.pdf,"$79,766 ","$79,766 ",,"$79,766 ",,,,"$18,370 ","$60,188 ",$712 ,"$13,569 ",,"$4,089 ",,,,,,"$21,227 ",,,,,,,,,,,,,,,,,,,
1010 International Net Inc,23-7392286,4/1/2018,3/31/2019,1974,2018,990,6206 E Pima St Ste 2,,Tucson,AZ,Pima,85712,520-250-1560,http://www.ten-ten.org,501(c)(4) (Civic Leagues and Social Welfare Organizations),Information and communications,,,"A30 (Media, Communications Organizations)",51,,,N,,SCHLOTTMAN TAX SERVICES LLC,http://www.guidestar.org/profile/23-7392286,http://www.guidestar.org/FinDocuments/2018/237/392/2018-237392286-10531e8d-9O.pdf,"$451,349 ","$448,412 ",,"$232,564 ",,,"$232,564 ","$50,966 ","$50,966 ","$9,535 ","$41,431 ",,,,,"$218,785 ",$0 ,,"$52,930 ","$44,946 ","$7,984 ",$0 ,"$3,250 ","$2,185 ","$12,660 ","$1,350 ",$0 ,$0 ,$0 ,$0 ,,,,,,,,0
10,23-7448369,7/1/2016,6/30/2017,1976,2016,990EZ,724 S Central Ave,,Medford,OR,Jackson,97501,(541) 414-8309,www.roguevalleychorale.org,501(c)(3) Public Charity,Elementary and secondary education,Youth organizing,Vocal music,A6B (Singing Choral),711130,7929,,,N,Richard W Brewster CPA PC,http://www.guidestar.org/profile/23-7448369,http://www.guidestar.org/FinDocuments/2017/237/448/2017-237448369-0fb412b1-Z.pdf,"$384,757 ","$383,903 ",,"$384,757 ",,,,"$91,856 ","$91,856 ","$1,825 ","$46,395 ",,,,"$43,636 ",,,,"$117,344 ",,,,,,,,,,,,"$6,026 ",,,Laura Rich ,Laura Rich ,Executive Director,office@roguevalleychorale.org,
0065 Assembly,23-7501037,,,1972,,,9117 Roach Ave,,Brookfield,IL,Cook,60513,,,501(c)(8) (Fraternal Beneficiary Societies),Cultural awareness,,,"A23 (Cultural, Ethnic Awareness)",71,,,,,,http://www.guidestar.org/profile/23-7501037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0299 Assembly,23-7501112,,,1972,,,67 Catalpa Pl,,Bronx,NY,Bronx,10465,,,501(c)(8) (Fraternal Beneficiary Societies),Cultural awareness,,,"A23 (Cultural, Ethnic Awareness)",71,,,,,,http://www.guidestar.org/profile/23-7501112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0038 Assembly,23-7501172,,,1972,,,171 Spring St,,Johnstown,PA,Cambria,15906,,,501(c)(8) (Fraternal Beneficiary Societies),Cultural awareness,,,"A23 (Cultural, Ethnic Awareness)",71,,,,,,http://www.guidestar.org/profile/23-7501172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0207 Assembly,23-7501288,,,1972,,,300 Curtin St Apt 304,,Osceola Mills,PA,Clearfield,16666,,,501(c)(8) (Fraternal Beneficiary Societies),Cultural awareness,,,"A23 (Cultural, Ethnic Awareness)",71,,,,,,http://www.guidestar.org/profile/23-7501288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0809 Assembly,23-7501340,,,1972,,,351 Valley Brook Rd,,Canonsburg,PA,Washington,15317,,,501(c)(8) (Fraternal Beneficiary Societies),Cultural awareness,,,"A23 (Cultural, Ethnic Awareness)",71,,,,,,http://www.guidestar.org/profile/23-7501340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Judea Shrine,23-7514223,,,1940,,,2211 W Melrose Pl,,West Peoria,IL,Peoria,61604,,,501(c)(8) (Fraternal Beneficiary Societies),Business and industry,,,Y40 (Fraternal Beneficiary Societies),813410,8641,8699,,,,http://www.guidestar.org/profile/23-7514223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 K J Branch,23-7515969,,,2014,,,6611 Rockside Rd Ste 300,,Independence,OH,Cuyahoga,44131,,,501(c)(8) (Fraternal Beneficiary Societies),Catholicism,,,X22 (Roman Catholic),813110,8661,,,,,http://www.guidestar.org/profile/23-7515969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083 K J Branch St Josephs Society,23-7516009,,,2014,,,6611 Rockside Rd Ste 300,,Independence,OH,Cuyahoga,44131,,,501(c)(8) (Fraternal Beneficiary Societies),Catholicism,,,X22 (Roman Catholic),813110,8661,,,,,http://www.guidestar.org/profile/23-7516009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,23-7524659,,,1972,,,3431 N 107th St,,Milwaukee,WI,Milwaukee,53222,,,501(c)(8) (Fraternal Beneficiary Societies),Immigrant services,,,P84 (Ethnic/Immigrant Services),624190,8322,,,,,http://www.guidestar.org/profile/23-7524659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0241 Okmulgee Nettie B Fair,23-7527028,,,1973,,,15200 Box Elder Rd,,Okmulgee,OK,Okmulgee,74447,,,501(c)(8) (Fraternal Beneficiary Societies),Astronomy,,,U31 (Astronomy (includes Observatories)),54171,,,,,,http://www.guidestar.org/profile/23-7527028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Crystal Falls Mi,23-7550360,,,1940,,,1338 Military St,,Port Huron,MI,Saint Clair,48060,,,501(c)(8) (Fraternal Beneficiary Societies),Insurance,,,Y20 (Insurance Providers/Services (other than Health)),52411,,,,,,http://www.guidestar.org/profile/23-7550360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 LA Grange TX,23-7569798,,,1972,,,1338 Military St,,Port Huron,MI,Saint Clair,48060,,,501(c)(8) (Fraternal Beneficiary Societies),Insurance,,,Y20 (Insurance Providers/Services (other than Health)),52411,,,,,,http://www.guidestar.org/profile/23-7569798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 South Norfolk VA,23-7569838,,,1940,,,1338 Military St,,Port Huron,MI,Saint Clair,48060,,,501(c)(8) (Fraternal Beneficiary Societies),Insurance,,,Y20 (Insurance Providers/Services (other than Health)),52411,,,,,,http://www.guidestar.org/profile/23-7569838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Eastern Star,23-7580933,,,1972,,,175 Oliver Hill Rd,,Garland,ME,Penobscot,04939,,,501(c)(8) (Fraternal Beneficiary Societies),Farm bureaus and granges,,,K28 (Farm Bureau),813910,8611,8699,,,,http://www.guidestar.org/profile/23-7580933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0277 AMVETS,25-1657651,,,1945,,,9127 Route 286 Hwy W,,Homer City,PA,Indiana,15748,,,501(c)(19) (Post or Organizations of War Veterans),Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/25-1657651,http://www.guidestar.org/FinDocuments/2010/251/657/2010-251657651-07274046-9O.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Pine Street Investment Group L L C,25-1920623,1/1/2017,12/31/2017,2012,2017,990,333 W Wacker Dr Ste 2300,,Chicago,IL,Cook,60606,312-782-5800,N/A,"501(c)(25) (Title Holding Corporations for Multiple Organizations (Pensions, etc.))",Neighborhood associations,,,S22 (Neighborhood/Block Associations),813410,8641,8699,N,,Deloitte Tax LLP,http://www.guidestar.org/profile/25-1920623,http://www.guidestar.org/FinDocuments/2018/251/920/2018-251920623-104e7725-9O.pdf,"$4,125,671 ","$3,984,457 ",,"$4,125,671 ",,,,"$74,356,213 ","$289,644,197 ",$523 ,,,,,"$2,139,433 ",$0 ,$0 ,,"$1,558,837 ",,,,,,,"$68,702 ","$320,465 ","$166,390 ",,,,,Silvana Irazabal,,,,,0
100 Acre Wood Foundation,25-6714457,5/1/2018,4/30/2019,2000,2018,990PF,PO Box 21,,Quakertown,PA,Bucks,18951,215-441-4600,,501(c)(3) Private Nonoperating Foundation,Foundations,,,T22 (Private Independent Foundations),813211,6732,,,,,http://www.guidestar.org/profile/25-6714457,http://www.guidestar.org/FinDocuments/2019/256/714/2019-256714457-112ccff7-F.pdf,"$1,214,649 ","$33,648 ","$1,181,001 ","$1,214,649 ",,,,"$37,056 ","$391,862 ","$37,056 ","$28,000 ",,,,,$0 ,,,"$35,117 ",,,,"$3,625 ",,,,,,,,,,,,,,,
1 1 1 One,26-0046127,1/1/2012,12/31/2012,2004,2012,990,PO Box 325,,Oradell,NJ,Bergen,07649,,,501(c)(3) Public Charity,Cultural awareness,Diversity and intergroup relations,,W24 (Citizen Participation),813410,8641,8699,N,,KATHLEEN BRANDES CPA PC,http://www.guidestar.org/profile/26-0046127,http://www.guidestar.org/FinDocuments/2012/260/046/2012-260046127-0995e626-9.pdf,$38 ,$38 ,,($492),,,($492),"$10,220 ","$10,220 ",,"$10,220 ",,,,,$530 ,$0 ,,"$4,550 ","$3,709 ",$841 ,,$500 ,,,,$31 ,,,,,,,,,,,0
0025 MN Polish White Eagle Service,26-0050820,,,0,,,7566 Ojibway Park Bay,,Saint Paul,MN,Washington,55125,,,501(c)(8) (Fraternal Beneficiary Societies),Cultural awareness,,,"A23 (Cultural, Ethnic Awareness)",71,,,,,,http://www.guidestar.org/profile/26-0050820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 People of Faith Atlanta Georgiainc,26-0232446,,,2008,,,1949 Mercedes Ct NE,,Atlanta,GA,DeKalb,30345,,,501(c)(3) Public Charity,Protestantism,,,X21 (Protestant),813110,8661,,,,,http://www.guidestar.org/profile/26-0232446,http://www.guidestar.org/FinDocuments/2009/260/232/2009-260232446-065ca99a-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Friends,26-0256270,1/1/2018,12/31/2018,2008,2018,990EZ,100 Friends C/O Marc Gold 2140 Shattuck Avenue #2050,,Berkeley,CA,Alameda,94704,(415) 425-0136,www.100friends.org,501(c)(3) Public Charity,Philanthropy,Disaster relief,International relations,Q12 (Fund Raising and/or Fund Distribution),813219,8399,,,,T. G. JOHNSON & ASSOCIATES,http://www.guidestar.org/profile/26-0256270,http://www.guidestar.org/FinDocuments/2018/260/256/2018-260256270-116e2d11-Z.pdf,"$50,208 ","$49,934 ",,"$50,208 ",,,,"$177,132 ","$177,132 ",,"$177,132 ",,,,,$0 ,,,"$142,931 ",,,,,,,,,,,,"$5,225 ",,,Prof. Marc Gold ,Mr. Marc Gold ,Director,marcgold@gmail.com,
1 Dream Foundation Inc,26-0320711,1/1/2018,12/31/2018,2007,2018,990EZ,357 Sage St,,San Luis Obispo,CA,San Luis Obispo,93401,805-704-1132,,501(c)(3) Public Charity,Education,,,"B82 (Scholarships, Student Financial Aid, Awards)",813410,8641,8699,,,,http://www.guidestar.org/profile/26-0320711,http://www.guidestar.org/FinDocuments/2018/260/320/2018-260320711-10e364bf-Z.pdf,"$17,975 ","$17,975 ",,"$19,975 ",,,,"$64,932 ","$64,932 ",,"$64,932 ",,,,,,,,"$64,382 ",,,,,,,,,,,,,,,,,,,
"100 Black Men of Greater Kansas City, Inc.",26-0444949,,,2008,,,PO Box 300676,,Kansas City,MO,Jackson,64130,(877) 810-8252,www.100blackmenkc.org,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/26-0444949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Board Chair is Executive Director ,Jerry Rose ,,jerryrose59@att.net,
100 Black Men of Greater Akron Inc,26-0466444,,,2007,,,PO Box 1382,,Akron,OH,Summit,44309,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/26-0466444,http://www.guidestar.org/FinDocuments/2012/260/466/2012-260466444-09c21eb7-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055270 Achievers Circle Toastmaste,26-0477561,,,1945,,,PO Box 2183,,West Covina,CA,Los Angeles,91793,,,501(c)(3) Public Charity,Leadership development,,,W70 (Leadership Development),813410,8641,8699,,,,http://www.guidestar.org/profile/26-0477561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Ideas Org Inc,26-0712245,1/1/2008,12/31/2008,2008,2008,990EZ,526 East Park Avenue First Floor    % Abby Dupree,,Tallahassee,FL,Leon,32301,850-222-8156,,501(c)(3) Public Charity,Adult education,,,"B60 (Adult, Continuing Education)",611699,7999,8299,,,CARROLL AND COMPANY CPAS,http://www.guidestar.org/profile/26-0712245,http://www.guidestar.org/FinDocuments/2009/260/712/2009-260712245-0694bf54-Z.pdf,"$7,835 ","$7,835 ",,"$7,835 ",,,,"$129,000 ","$129,000 ",,"$129,000 ",,,,,,,,"$202,333 ",,,,,,,,,,,,"$6,353 ",,,,,,,
1 2 1 Foundation Inc,26-0822071,,,2007,,,20 S Santa Cruz Ave,,Los Gatos,CA,Santa Clara,95030,,,501(c)(3) Public Charity,Philanthropy,,,T12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/26-0822071,http://www.guidestar.org/FinDocuments/2009/260/822/2009-260822071-063eabb5-9.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Sg Michael S Curry Memorial Foundation Inc,26-1211059,10/1/2013,9/30/2014,2008,2013,990,800 2nd Ave Rm 301,,New York,NY,New York,10017,212-577-6600,WWW.SMILESARECONTAGIOUS.ORG,501(c)(3) Public Charity,Education,,,"B82 (Scholarships, Student Financial Aid, Awards)",813410,8641,8699,N,,Salvatore Albanese & Company LLC,http://www.guidestar.org/profile/26-1211059,http://www.guidestar.org/FinDocuments/2014/261/211/2014-261211059-0b2d1108-9.pdf,"$1,224 ","$1,224 ",,"$2,507 ",,,,"$31,769 ","$31,769 ",,"$31,769 ",,,,,"$3,731 ",$0 ,,"$32,960 ","$30,800 ","$2,160 ",$0 ,"$2,125 ",,,,,,,,,,JEFFREY ARONSKY,,,,,0
